pelayanan_id,poli_id,pelayanan_nm,pelayanan_jml
9124,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari injury degridement,Jari Superficial Infection,Drainage (IBS) Dengan Anestesi UTAMA",1588760
9125,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari injury degridement,Jari Superficial Infection,Drainage (IBS) Dengan Anestesi VIP",1842650
9126,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari injury degridement,Jari Superficial Infection,Drainage (IBS) Dengan Anestesi VVIP",1842650
9127,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi Kelas I,1716840
9128,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi Kelas II,1387000
9129,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi Kelas III,996500
9130,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi UTAMA,2046680
9131,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi VIP,2385200
9132,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari polidactyli amputasi with rekonstruksi K (IBS) Dengan Anestesi VVIP,2385200
9133,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari scar revision osteotomy (IBS) Dengan Anestesi Kelas I,1341380
9134,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari scar revision osteotomy (IBS) Dengan Anestesi Kelas II,1094000
9135,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari scar revision osteotomy (IBS) Dengan Anestesi Kelas III,996500
9136,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari scar revision osteotomy (IBS) Dengan Anestesi VIP,1842650
9137,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari scar revision osteotomy (IBS) Dengan Anestesi VVIP,1842650
9138,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi Kelas I,1716840
9139,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi Kelas II,1387000
9140,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi Kelas III,996500
9141,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi UTAMA,2046680
9142,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi VIP,2385200
9143,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari swan neck/boutoniere deformity (single) koreksi K (IBS) Dengan Anestesi VVIP,2385200
9144,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi Kelas I,1716840
9145,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi Kelas II,1387000
9146,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi Kelas III,996500
9147,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi UTAMA,2046680
9148,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi VIP,2385200
9149,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (multiple) K (IBS) Dengan Anestesi VVIP,2385200
9150,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi Kelas I,1716840
9151,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi Kelas II,1387000
9152,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi Kelas III,996500
9153,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi UTAMA,2046680
9154,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi VIP,2385200
9155,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jari syndactyly (single) koreksi K (IBS) Dengan Anestesi VVIP,2385200
9156,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi Kelas I",1716840
9157,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi Kelas II",1387000
9158,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi Kelas III",996500
9159,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi UTAMA",2046680
9160,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi VIP",2385200
9161,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari trauma, terminalization (single) K (IBS) Dengan Anestesi VVIP",2385200
9162,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi Kelas I",1341380
9163,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi Kelas II",1094000
9164,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi Kelas III",996500
9165,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi UTAMA",1588760
9166,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi VIP",1842650
9167,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various amputasi (single), jari deep infection drainage (IBS) Dengan Anestesi VVIP",1842650
9168,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi Kelas I",1716840
9169,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi Kelas II",1387000
9170,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi Kelas III",996500
9171,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi UTAMA",2046680
9172,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi VIP",2385200
9173,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari various lesions, ray amputasi (multiple) K (IBS) Dengan Anestesi VVIP",2385200
9174,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi Kelas I",1716840
9175,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi Kelas II",1387000
9176,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi Kelas III",996500
9177,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi UTAMA",2046680
9178,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi VIP",2385200
9179,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi jari various lesions, ray amputasi (single) K (IBS) Dengan Anestesi VVIP",2385200
9180,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi Kelas I",1341380
9181,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi Kelas II",1094000
9182,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi Kelas III",996500
9183,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi UTAMA",1588760
9184,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi VIP",1842650
9185,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari wart/corn/naevus, excision (IBS) Dengan Anestesi VVIP",1842650
9186,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi Kelas I",1341380
9187,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi Kelas II",1094000
9188,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi Kelas III",996500
9189,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi UTAMA",1588760
9190,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi VIP",1842650
9191,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, Crush injuries (complex) wound debridement (IBS) Dengan Anestesi VVIP",1842650
9192,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi Kelas I",1716840
9193,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi Kelas II",1387000
9194,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi Kelas III",996500
9195,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi UTAMA",2046680
9196,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi VIP",2385200
9197,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, macrodactyli, debulking K (IBS) Dengan Anestesi VVIP",2385200
9198,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi Kelas I",1716840
9199,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi Kelas II",1387000
9200,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi Kelas III",996500
9201,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi UTAMA",2046680
9202,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi VIP",2385200
9203,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (multiple) koreksi K (IBS) Dengan Anestesi VVIP",2385200
9204,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi Kelas I",1716840
9205,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi Kelas II",1387000
9206,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi Kelas III",996500
9207,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi UTAMA",2046680
9208,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi VIP",2385200
9209,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, ring constriction (single) koreksi K (IBS) Dengan Anestesi VVIP",2385200
9210,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi Kelas I",1716840
9211,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi Kelas II",1387000
9212,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi Kelas III",996500
9213,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi UTAMA",2046680
9214,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi VIP",2385200
9215,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari, tumor excicion with disection of neurovascular bundle K (IBS) Dengan Anestesi VVIP",2385200
9216,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi Kelas I",1341380
9217,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi Kelas II",1094000
9218,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi Kelas III",996500
9219,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi UTAMA",1588760
9220,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi VIP",1842650
9221,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jari,Foreign body(superficial),removal with mobilization of neurovascular (IBS) Dengan Anestesi VVIP",1842650
9222,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi Kelas I,815028
9223,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi Kelas II,666600
9224,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi Kelas III,608000
9225,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi UTAMA,963456
9226,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi VIP,1115790
9227,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan granulasi-STSG (IBS) Dengan Anestesi VVIP,1115790
9228,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi Kelas I",1716840
9229,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi Kelas II",1387000
9230,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi Kelas III",996500
9231,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi UTAMA",2046680
9232,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi VIP",2385200
9233,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak (palmer space) abscescer, drainage K (IBS) Dengan Anestesi VVIP",2385200
9234,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi Kelas I,1341380
9235,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi Kelas II,1094000
9236,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi Kelas III,996500
9237,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi UTAMA,1588760
9238,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi VIP,1842650
9239,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Jaringan lunak tumor (IBS) Dengan Anestesi VVIP,1842650
9240,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi Kelas I,1341380
9241,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi Kelas II,1094000
9242,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi Kelas III,996500
9243,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi UTAMA,1588760
9244,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi VIP,1842650
9245,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint arthroplasty reduction negleted dislocation (IBS) Dengan Anestesi VVIP,1842650
9246,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi Kelas I,1716840
9247,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi Kelas II,1387000
9248,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi Kelas III,996500
9249,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi UTAMA,2046680
9250,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi VIP,2385200
9251,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Joint kompleks destruction/OA post trauma-total arthroplasty K (IBS) Dengan Anestesi VVIP,2385200
9252,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi Kelas I",1341380
9253,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi Kelas II",1094000
9254,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi Kelas III",996500
9255,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi UTAMA",1588760
9256,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi VIP",1842650
9257,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Joint stifness-liberation,amputasi lengan,crushed injury nekrosis antebrach (IBS) Dengan Anestesi VVIP",1842650
9258,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi Kelas I,815028
9259,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi Kelas II,666600
9260,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi Kelas III,608000
9261,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi UTAMA,963456
9262,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi VIP,1115790
9263,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kompartemen otot (IBS) Dengan Anestesi VVIP,1115790
9264,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi Kelas I,1341380
9265,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi Kelas II,1094000
9266,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi Kelas III,996500
9267,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi UTAMA,1588760
9268,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi VIP,1842650
9269,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis (IBS) Dengan Anestesi VVIP,1842650
9270,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi Kelas I",1716840
9271,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi Kelas II",1387000
9272,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi Kelas III",996500
9273,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi UTAMA",2046680
9274,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi VIP",2385200
9275,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged distant flap (division) K (IBS) Dengan Anestesi VVIP",2385200
9276,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi Kelas I",1716840
9277,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi Kelas II",1387000
9278,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi Kelas III",996500
9279,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi UTAMA",2046680
9280,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi VIP",2385200
9281,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, defect (deep) staged lokal flap (division) K (IBS) Dengan Anestesi VVIP",2385200
9282,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi Kelas I",1716840
9283,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi Kelas II",1387000
9284,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi Kelas III",996500
9285,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi UTAMA",2046680
9286,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi VIP",2385200
9287,4,"Tindakan Medik Operatif (IBS) Dengan Anestesi Kulit dan jaringan subkutis, detect (single digit), free full thickness graft K  (IBS) Dengan Anestesi VVIP",2385200
9288,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi Kelas I,1341380
9289,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi Kelas II,1094000
9290,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi Kelas III,996500
9291,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi UTAMA,1588760
9292,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi VIP,1842650
9293,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laceration (superficial) of more than 7 cm repaire (IBS) Dengan Anestesi VVIP,1842650
9294,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi Kelas I,1716840
9295,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi Kelas II,1387000
9296,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi Kelas III,996500
9297,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi UTAMA,2046680
9298,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi VIP,2385200
9299,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Laminectomy (1 Level) pada Simple Spine Stenosis K (IBS) Dengan Anestesi VVIP,2385200
9300,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi Kelas I,1716840
9301,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi Kelas II,1387000
9302,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi Kelas III,996500
9303,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi UTAMA,2046680
9304,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi VIP,2385200
9305,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Lateral colateral ligament reconstruction K (IBS) Dengan Anestesi VVIP,2385200
9306,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Limb Ablasi 1 jari (IBS) Dengan Anestesi Kelas I,815028
9307,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Limb Ablasi 1 jari (IBS) Dengan Anestesi Kelas II,666600
9308,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Limb Ablasi 1 jari (IBS) Dengan Anestesi Kelas III,608000
9309,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Limb Ablasi 1 jari (IBS) Dengan Anestesi UTAMA,963456
9310,4,Tindakan Medik Operatif (IBS) Dengan Anestesi Limb Ablasi 1 jari (IBS) Dengan Anestesi VIP,1115790
